title	imdb
Made You Look: A True Story About Fake Art	7
Pelé	7
Red	7
Zindagi in Short	7.1
The Conjuring	7.5
The Conjuring 2	7.3
Vincenzo	8.4
Classmates Minus	7.1
Fate: The Winx Saga - The Afterparty	5.9
Operation Finale	6.6
I Care a Lot	6.4
Love	6.1
Perú: Tesoro escondido	6.1
Pitta Kathalu	5.2
Tribes of Europa	6.7
Eeb Allay Ooo!	7.2
"Hello, Me!"	7.2
No Escape Room	5
Sisyphus	7
Thus Spoke Kishibe Rohan	7.5
Amend: The Fight for America	8
Behind Her Eyes	7.2
MeatEater	7.6
The Most Unknown	6.5
Animals on the Loose: A You vs. Wild Movie	5.8
Awara Paagal Deewana	6.2
Good Girls	7.7
The Resurrection of Gavin Stone	6.3
Booba	6.9
"My Teacher, My Obsession"	4.4
The Crew	6
Namaste Wahala	4.9
Monsoon	7.3
Buried by the Bernards	7.3
Chappelle's Show	8.8
Hate by Dani Rovira	6.7
Mundina Nildana	6.3
Nadiya Bakes	7.3
To All The Boys: Always And Forever	6.3
Xico's Journey	5.2
Capitani	6.6
El Chema	7
Growing up and other problems	4.7
Layla Majnun	6.1
Middle of Nowhere	6.4
Red Dot	5.5
Squared Love	5.1
This Is the Life	6.9
Crime Scene: The Vanishing at the Cecil Hotel	6
The Misadventures of Hedi and Cokeman	4.5
The World We Make	5.5
Five Came Back: The Reference Films	8.2
ICarly	6.8
War Dogs	7.1
Monster Run	5.1
The Sinner	7.9
Blanche Gardin: I talk to myself	7.9
Doob: No Bed of Roses	6.1
Hache	6.5
Invisible City	7.2
Little Big Women	7.2
Malcolm & Marie	6.6
Space Sweepers	6.5
"Strip Down, Rise Up"	5.5
The Last Paradiso	5.7
The Yin-Yang Master: Dream Of Eternity	6.4
Black Beach	5.6
Firefly Lane	7.7
"Pablo Escobar, el patrón del mal"	8.4
Power Rangers Ninja Steel	5.8
"Our Lady of San Juan, Four Centuries of Miracles"	6.4
Tiffany Haddish Presents: They Ready	6.7
Beverly Hills Ninja	5.6
Heartland	8.5
Love Daily	6
My Dead Ex	7.3
Rocks	6.7
Shutter Island	8.2
The Bank Job	7.2
The House Arrest of Us	5.5
The Unsettling	5.3
Total Drama	7.4
Zac and Mia	7.8
Zathura	6.3
Zig & Sharko	6.8
Fatima	6.6
Hell Fest	5.5
Below Zero	6.2
Finding ‘Ohana	6.1
The Dig	7.1
We Are: The Brooklyn Saints	6.5
June & Kopi	6.3
50M2	6.8
BONDING	7.1
Kilometers and Kilometers	6.4
Outlander	8.4
Penguin Bloom	6.8
Black Rose	6.2
Go Dog Go	7.2
Hire a Woman	6.9
She Is	5.9
Blown Away	6.2
Busted!	7.7
Demon Slayer: Kimetsu no Yaiba	9.2
So My Grandma’s a Lesbian!	4.4
The Next Three Days	7.3
The White Tiger	7.1
Friendsgiving	4.5
Cut Throat City	4.9
Daughter From Another Mother	7.3
Sightless	5.5
Spycraft	6.7
Hello Ninja	5.8
Homefront	6.5
A Monster Calls	7.4
Death of Me	4.4
Radium Girls	6.3
Bling Empire	5.8
Carmen Sandiego	7.9
Disenchantment	7.2
Double Dad	5.6
Henry Danger	6
Outside the Wire	5.4
Penguins of Madagascar: The Movie	6.6
Pinkfong & Baby Shark's Space Adventure	4.4
The Magicians	7.6
The Vanished	5.7
Tribhanga - Tedhi Medhi Crazy	6.2
What Would Sophia Loren Do?	6.6
Wish You	6.8
Tanda Tanya	7
The Heartbreak Club	6.2
An Imperfect Murder	2.9
Night Stalker: The Hunt for a Serial Killer	7.5
Al acecho	5
Chris Rock Total Blackout: The Tamborine Extended Cut	7
Last Tango in Halifax	8.4
"Crack: Cocaine, Corruption & Conspiracy"	6.7
The Intouchables	8.5
Apaharan	7.4
BluffMaster!	6.6
Charming	5.6
Creating The Queen's Gambit	6.8
Gangaajal	7.8
Inside the World’s Toughest Prisons	7.2
Mighty Little Bheem: Kite Festival	7
Pretend It’s a City	8
Stuck Apart	6
The Idhun Chronicles	5.5
100% Halal	6.3
Leap!	6.3
Pieces of a Woman	7
Surviving Death	6.2
Tony Parker: The Final Shot	6.7
History of Swear Words	6.4
Nailed It! Mexico	6.3
Hello Brother	4.7
Korean Pork Belly Rhapsody	7.5
QB1: Beyond the Lights	7.7
Playing for Keeps	5.7
Asphalt Burning	5.2
Bad Grandpa .5	6.2
Case 39	6.2
Cobra Kai	8.5
Dream Home Makeover	5.7
Eddie Murphy: Raw	7.6
Full Out 2: You Got This!	4.7
Gimme Shelter	7.8
Good Burger	5.8
Good Hair	6.9
Headspace Guide to Meditation	8.4
Into the Wild	8.1
Jenni Rivera: Mariposa de Barrio	7.4
London Heist	5.1
Mean Girls 2	4.1
Monarca	7.8
Mystic Pizza	6.3
Running Man	6.6
The Cat in the Hat Knows a Lot About That!	6.4
The Creative Brain	6.3
The Haunted Hathaways	5.2
The Minimalists: Less Is Now	5.9
Unknown	6.8
What Happened to Mr. Cha?	6.8
What's Eating Gilbert Grape	7.7
Alaska Is a Drag	6.6
Best of Stand-Up 2020	5.5
Bobby Jasoos	5.5
Chilling Adventures of Sabrina	7.4
Tarung Sarung	6
Too Handsome to Handle	6.6
Best Leftovers Ever!	5.7
Dare Me	6.7
Equinox	6.1
SanPa: Sins of the Savior	7.8
Still Game	8.9
The Rope Curse 2	4.8
Cops and Robbers	4
Rango	7.3
Death to 2020	6.8
Sakho & Mangane	6.7
DNA	7.4
Regiment Diaries	8.7
The Magic School Bus Rides Again In the Zone	6
AK vs AK	6.9
Bridgerton	7.4
Isa Pa with Feelings	7.8
We Can Be Heroes	4.7
Bridezilla	6.1
Cemara's Family	7.7
"Hello, Love, Goodbye"	7.3
The History of Future Folk	7.1
The Midnight Sky	5.7
After We Collided	5.1
London Hughes: To Catch a D*ck	4.8
Lovestruck in the City	7.6
QLIMAX THE SOURCE	7.1
Rhyme Time Town Singalongs	7.7
Shaun the Sheep	8.2
Shaun the Sheep: The Farmer’s Llamas	6.8
Timmy Time	6.7
"Ariana grande: excuse me, i love you"	6.4
The Con Is On	3.8
Mohamed Hussein	5.5
Rhys Nicholson Live at the Athenaeum	7.4
Diamond City	7.9
Guest House	4.4
Home for Christmas	7.7
Ma Rainey's Black Bottom	6.9
Ma Rainey's Black Bottom: A Legacy Brought to Screen	6.4
Mukhsin	7.3
Paava Kadhaigal	8
Rabun	7.6
Talentime	7.5
An Unremarkable Christmas	3.3
Braven	5.9
Eggnoid: Love & Time Portal	6.1
Love You to the Stars and Back	7.4
Morphle	4.2
Run On	7.4
Sakaling Maging Tayo	6.7
Schulz Saves America	7.3
The Wedding Shaman	7.1
Anitta: Made In Honório	6.9
BREAK IT ALL: The History of Rock in Latin America	7.6
Bwakaw	7.1
How To Ruin Christmas	6.4
Incarnate	5.3
Marvel Anime: Wolverine	6.2
Marvel Anime: X-Men	6.8
Nocturnal Animals	7.5
The Ripper	3.9
Vir Das: Outside In - The Lockdown Special	6.3
Grizzlies	7.5
Pup Academy	6.6
Song Exploder	7.4
Teen Mom 2	4.3
The Challenge	8.1
The Professor and the Madman	7.2
A California Christmas	5.8
Hilda	8.6
Tiny Pretty Things	5.9
The Netflix Afterparty: The Best Shows of The Worst Year	3.7
Children of Adam	7.7
Grizzy et les Lemmings	7.2
A Trash Truck Christmas	5.6
Giving Voice	7
The Mess You Leave Behind	6.8
The Prom	5.9
Torbaaz	5.1
Alice in Borderland	7.7
Funny Boy	6.6
Futmalls.com	6.6
Just The Way You Are	5.9
She's the One	6
The Panti Sisters	5.6
"Kalel, 15"	7.2
Masameer Classics	8.2
Once Upon a Time	7.6
Rose Island	7
The Big Show Show	6.3
The Expanding Universe of Ashley Garcia	6.8
The Surgeon's Cut	8.5
André & his olive tree	6.6
Bobbleheads The Movie	2.3
Emicida: AmarElo - It’s All For Yesterday	8.5
Juman	7.1
Mr. Iglesias	7.1
Spirit Riding Free: Ride Along Adventure	5.9
Super Monsters: Santa’s Super Monster Helpers	5.7
Triple 9	6.3
100 Days My Prince	7.8
Ava	5.5
Manhunt: Deadly Games	8.1
Room 2806: The Accusation	7
Detention	5.6
Mighty Express: A Mighty Christmas	5.1
Bhaag Beanie Bhaag	3.5
Big Mouth	7.8
Captain Underpants Mega Blissmas	5.2
Christmas Crossfire	4.8
Kings of Jo'Burg	5.4
Leyla Everlasting	3.7
MANK	6.8
The Great British Baking Show: Holidays	8.1
You Are My Home	6.6
Between Maybes	6.2
Break	8.3
Chico Bon Bon and the Very Berry Holiday	5.9
Just Another Christmas	6.7
Must Be... Love	6.5
Alien Worlds	6.6
Ari Eldjárn: Pardon My Icelandic	7.8
Check The Store Next Door: The Next Chapter	7.2
Fierce	6.4
Hazel Brugger: Tropical	6.4
3 Days to Kill	6.2
Angela's Christmas Wish	7.1
Angels & Demons	6.7
Are You The One	6.6
Chef	7.3
Effie Gray	6
Gormiti	5.6
Ink Master	7.4
Monster House	6.6
Natalie Palamides: Nate - A One Man Show	6.6
Octonauts	7.6
Oddbods	6.2
Peppermint	6.5
Quigley Down Under	6.9
Stargate SG-1	8.4
The Bachelorette	3.5
The Da Vinci Code	6.6
The Guest	6.7
The Happytime Murders	5.5
The Repair Shop	8.7
U-Turn	6.7
Finding Agnes	5
Rust Creek	5.9
Spookley and the Christmas Kittens	4.6
The 2nd	6.7
The Uncanny Counter	8
A Go! Go! Cory Carson Christmas	6
Dance Dreams: Hot Chocolate Nutcracker	7.1
Don’t Listen	6.1
Fabulous Lives of Bollywood Wives	4.3
Heartbreak High	7.7
Over Christmas	6.7
Sugar Rush Christmas	6.9
The Beast	6.8
The Call	8.6
Fantastica	7.2
Larry the Cable Guy: Remain Seated	6.6
Mosul	7.1
Unexpectedly Yours	6.7
Ghosts of War	5.6
Great Pretender	7.8
Shawn Mendes: Live in Concert	7.2
The Christmas Chronicles: Part Two	6
Andhaghaaram	7.5
Before 30	8.2
Dragons: Rescue Riders: Huttsgalor Holiday	5.1
Hillbilly Elegy	6.7
Valentino	6.1
Hard Kill	5.8
Shawn Mendes: In Wonder	6.5
Strongest Deliveryman	7.3
Lady Driver	5.8
Mike Birbiglia: My Girlfriend's Boyfriend	8
Roped	5.5
The Stand at Paxton County	6.4
WWII in HD	8.7
All Day and a Night	6
Get In	5.6
Go! Go! Cory Carson: The Chrissy	7.2
Hollywood	7.6
I Am Divine	7.5
Madagascar: Escape 2 Africa	6.6
Masha and the Bear	5.5
Material	3.9
Medici: Masters of Florence	7.9
Mrs. Serial Killer	4
Oh Yuck	7.9
Psycho	8.5
Reckoning	7.7
The Half Of It	6.9
The Heartbreak Kid	5.8
Thomas & Friends: Thomas and the Royal Engine	2.5
What a Girl Wants	5.8
Dangerous Lies	5.4
DRIFTING DRAGONS	6.1
El señor de los Cielos	6.8
Good Witch	7.3
Rich in Love	6
The Forest of Love: Deep Cut	6.8
The Victims' Game	7.3
A Secret Love	7.8
Ek?i Elmalar	7.1
Extracurricular	7.6
Love Is War	8.5
Murder to Mercy: The Cyntoia Brown Story	6.4
Nadiya’s Time to Eat	7.3
R.K.Nagar	5.3
Tjovitjo	6.5
Beynelmilel	7.2
Bir Baba Hindu	2.6
Boushkash	5.4
Cinar Agaci	6.2
Görümce	5
?stanbul K?rm?z?s?	5.8
Küçük Esnaf	5.6
Lembi 8 Giga	5
Neseli Hayat	6.1
Organize Isler	7.4
The Reliant	3.3
We'll Be Right Back After The Break	6.5
5Gang	1.9
Love Aaj Kal	4.7
The Lift Boy	7.2
"Coronavirus, Explained"	7.5
The Last Kingdom	8.5
Bheeshma	6.6
Bittersweet	8.2
My Secret Romance	7.1
No Direction Home: Bob Dylan	8.4
She Made Me a Criminal	6.5
The Artist	7.9
The International Player	6.4
The Promise	6.1
???? ???????	5.9
After Life	8.4
DreamWorks Spooky Stories: Volume 2	6.6
Kolaiyuthir Kaalam	2.7
Love 101	7.4
"Yours Sincerely, Kanan Gill"	7.1
Ghost in the Shell: SAC_2045	6.4
My Stupid Boss	7.1
My Stupid Boss 2	6.5
The House of Flowers	5.6
This Earth of Mankind	6.9
Time to Hunt	6.3
Absurd Planet	4
Circus of Books	7.1
The Plagues of Breslau	6
The Set Up	7.8
The Silence of the Marsh	7.2
The Willoughbys	6.4
Win the Wilderness	6.9
Bleach	8.2
Middleditch & Schwartz	8.6
Nicky Jam: El Ganador	7.7
Cooked with Cannabis	6.7
The Midnight Gospel	8.2
Varane Avashyamund	6.9
The King: Eternal Monarch	8.1
#blackAF	6.8
Babam?n Ceketi	4.9
Earth and Blood	5.2
El	rag
Man Like Mobeen	8
Mighty Raju Rio Calling	5.8
Muqaddar ka Faisla	4.8
Pokémon the Series	7.6
Saint Seiya	8.5
The Windsors	7.2
Ungli	5.8
Well-Intended Love	7.1
Wildling	5.5
A truthful Mother	8.6
Bal Ganesh	6.8
Dave Chappelle: The Kennedy Center Mark Twain Prize for American Humor	6.7
Greater	7.4
Indian Horse	7.3
Paharganj	3.8
Pretty Little Stalker	3.6
Through My Father's Eyes: The Ronda Rousey Story	6.2
Kannum Kannum Kollaiyadithaal	7.6
Rugal	6.3
Rogue Warfare	2.9
Dragons: Rescue Riders: Hunt for the Golden Dragon	5.2
Happy!	7
Ladies Up	4.4
Maska	6.9
Ozark	8.5
The Decline	6
There's Something in the Water	6.7
True: Wuzzle Wegg Day	6.9
Uncorked	6.4
Willy and the Guardians of the Lake: Tales from the Lakeside Winter Adventure	6.4
7SEEDS	6.3
Happy Old Year	7.2
Making Unorthodox	6.7
Unorthodox	8
Bethany Hamilton: Unstoppable	7.4
Curtiz	6
The Occupant	6.4
Tom Segura: Ball Hog	7.3
Freud	6.5
J-Style Trip	5
Barbie Dreamhouse Adventures: Go Team Roberts	6.7
A Life of Speed: The Juan Manuel Fangio Story	7
Archibald's Next Big Thing	7.5
Dino Girl Gauko	7.1
El silencio es bienvenido	5
Greenhouse Academy	6.6
Self Made: Inspired by the Life of Madam C.J. Walker	7.3
She	7.2
The English Game	7.6
The Letter for the King	6
"Tiger King: Murder, Mayhem and Madness"	7.5
Ultras	6.2
Vampires	6.1
2.098663194	444
Altered Carbon: Resleeved	6.4
Masameer - The Movie	6
AllI Wish	5.2
Caliphate	8.2
Women Of The Night	3.7
XV: Beyond the Tryline	7
Bert Kreischer: Hey Big Boy	7
Shaun the Sheep: Adventures from Mossy Bottom	8
We Speak Dance	7.4
Search Party	7.6
Bypass Road	5.3
Ken Burns Presents: College Behind Bars: A Film by Lynn Novick and Produced by Sarah Botstein	8.4
Steam Team to the Rescue	3.4
Jai Mummy Di	3.7
100 Humans	5.8
Baby Mamas	5.8
Bloodride	6.4
Go Karts	5.9
Justine	5.1
Kingdom	7.2
Lost Girls	6.2
Miracle in Cell No. 7	7.5
The Valhalla Murders	7.1
Dirty Money	8.1
On My Block	7.8
The Circle Brazil	6.8
Carmen Sandiego: To Steal or Not to Steal	6.9
Marc Maron: End Times Fun	6.8
Sitara: Let Girls Dream	7.1
Alakada Reloaded	5.8
All About Love	5.3
Guilty	6.3
I am Jonas	7
Miles Davis: Birth of the Cool	7.5
Spenser Confidential	6.2
Twin Murders: the Silence of the White City	5.4
Ugly Delicious	7.8
93 Days	6.1
Mighty Little Bheem: Festival of Colors	7.4
Tootsies & The Fake	5.8
The Death of Mr. Lazarescu	7.8
Velvet	7.7
Freaks	6.7
Taylor Tomlinson: Quarter-Life Crisis	7.4
The Last Bomb of the Second World War	7.2
Uncovered	5.7
W.E.	8.2
Fat Ballerina - David A. Arnold	6.8
Akame ga Kill!	7.8
Babylon Berlin	8.4
Bhangra Paa Le	6.3
Frank & Lola	5.9
Hugo	7.5
Ordinary World	5.5
"Pop, Lock 'n Roll"	7.4
There Will Be Blood	8.2
Velvet Colección: Grand Finale	7.4
Voulez-vous rire avec moi ce soir?	6.8
ZZ TOP: THAT LITTLE OL' BAND FROM TEXAS	7.5
All The Bright Places	6.6
Always a Witch	6.3
Amit Tandon: Family Tandoncies	7.1
Queen Sono	6.1
Toy Boy	6.4
Unstoppable	6.8
Ala Vaikunthapurramuloo	7.3
Altered Carbon	7.9
Followers	3.7
Pokémon: Mewtwo Strikes Back - Evolution	5.7
Six Windows in the Desert	4.4
Couple of Days	7.1
Gbomo Gbomo Express	5.1
I Am Not Okay With This	7.5
Taxi Driver	8.2
The Arbitration	5.4
The Trials of Gabriel Fernandez	8.1
The Visit	6.3
When Love Happens	4.8
Pete Davidson: Alive From New York	6.1
Full Count	5.6
"Hi Bye, Mama!"	7.9
Girl on the Third Floor	4.7
Unabomber - In His Own Words	7.2
Gentefied	7.4
Hyena	6.5
Puerta 7	5.6
System Crasher	7.8
The Body	7.6
The Last Thing He Wanted	4.4
Yeh Ballet	7.5
Pretville	5
Spectros	4.7
Untamed Romania	8.4
DreamWorks Shrek's Swamp Stories	6.5
By the Sea	7.8
Miss Virginia	7.2
MR. RIGHT	6.3
On the Real	7.1
Term Life	5.6
The Forest	7.2
Monster High: Electrified	5.5
Talking Tom and Friends	6
A Shaun the Sheep Movie: Farmageddon	6.8
Cuddle Weather	6.1
Fanatyk	4.1
Isi & Ossi	6.4
Liefling	5.3
Panipat - The Great Betrayal	5.2
Taj Mahal 1989	7.4
The Ghost and the Tout	6.6
Dragon Quest Your Story	6.5
Love Is Blind	6.2
Narcos: Mexico	8.4
Sleepless Society: Insomnia	7.3
French Toast	5.7
To All the Boys: P.S. I Still Love You	6.1
We Bare Bears	7.9
Captain Underpants Epic Choice-o-Rama	5.8
Good Time	7.3
ROAD TO ROMA	7.7
Love for Sale 2	7
Better Call Saul	9
Fronteras	8.2
Polaroid	5.2
The Coldest Game	6.2
Thottappan	6.9
Azali	5.7
Dragons: Rescue Riders	6
Fifty: The Series	8.5
Horse Girl	6
Jada	7.1
Locke & Key	7.3
My Holo Love	7.6
The Ballad of Lefty Brown	6.3
Who Killed Malcolm X?	7.6
Gardeners of Eden	7.9
Arrow	7.5
The Pharmacist	7.7
Uppity: The Willy T. Ribbs Story	7.8
Dragonheart: Vengeance	5.4
"Faith, Hope & Love"	6.4
Tom Papa: You're Doing Great!	7.2
Team Kaylie	4.7
Thambi	6.8
The Silent War	6.2
Chronically Metropolitan	5
Hum Aapke Hain Koun	7.5
Is It Wrong to Try to Pick Up Girls in a Dungeon?	7.4
Itaewon Class	8.2
Justice	6.1
Love Jacked	5.8
Miraculous: Tales of Ladybug & Cat Noir	7.5
Misfit 2	4.9
Night on Earth: Shot in the Dark	7.6
No Game No Life	7.6
Pop Team Epic	6.9
Shopkins	4.4
The Car: Road to Revenge	4
Together For Eternity	6.3
37 Seconds	7.4
Diablero	6.8
Gang of the Caribbean	8.1
Hakkunde	6.6
Luna Nera	5.9
Miss Americana	7.4
Unauthorized Living	7.4
Ainori Love Wagon: African Journey	7.4
Kevin Hart: I'm a Grown Little Man	7.5
THE STRANGER	4.9
What the Love! with Karan Johar	3.8
Close Enemies	6.4
Find Yourself	7.6
Night on Earth	7.7
Omniscient	6.5
Shimla Mirchi	4.6
Sillu Karuppatti	7.9
Vir Das: For India	7.7
Menashe	6.6
A Sun	7.6
Die Ontwaking	4.2
Rise of Empires: Ottoman	7.9
Sons of the Caliphate	8.1
The goop lab with Gwyneth Paltrow	2.7
The Ranch	7.5
Airplane Mode	1.9
Alex Fernández: The Best Comedian in the World	6.4
October Faction	6.2
?SAINT SEIYA: Knights of the Zodiac	8.5
The Ghost Bride	6.4
Pandemic: How to Prevent an Outbreak	6.4
Playing with Fire	5.1
Whisky	7.1
Fortune Feimster: Sweet & Salty	6.9
KD (A) Karuppudurai	8.4
DreamWorks How to Train Your Dragon Legends	7.2
Motichoor Chaknachoor	5.8
WHAT DID JACK DO?	6.4
The Bling Ring	5.6
A Fall from Grace	5.9
Hip-Hop Evolution	8.4
Nailed It! Germany	5.8
Tiny House Nation	7.1
Deadcon	2.8
Handsome Siblings	7.9
Hop	5.4
Jezebel	7.4
Legend	6.9
NiNoKuni	6.1
Soul Eater	7.8
Steve Jobs	7.2
Bulbul Can Sing	6.9
Eye For An Eye	6.2
Killer Inside: The Mind of Aaron Hernandez	7.4
MindGamers	3.6
The Brave	7.5
Leslie Jones: Time Machine	5.4
The Ollie & Moon Show	8.6
Women of Mafia 2	3.8
The Healing Powers of Dude	6.6
Betty White: First Lady of Television	7.8
Made in China	4.3
AJ and the Queen	7.5
Giri / Haji	7.8
Harvey Street Kids	6.7
Jamtara - Sabka Number Ayega	7.3
Medical Police	6.1
Monsters: Dark Continent	4.3
The InBESTigators	8.2
Bulletproof 2	3.7
Cheer	8.1
A Ghost Story	6.8
"Live Twice, Love Once"	7.2
Dracula	7.4
All the Freckles in the World	5.2
Anne with an E	8.6
Half Girlfriend	4.6
"Sex, Explained"	6.9
Thieves of the Wood	6.8
Aruna & Her Palate	7.1
Because This Is My First Life	8.1
Border Security: America's Front Line	6.7
Breaking the Bank	4.8
Cells at Work!	7.5
Chhota Bheem Kung Fu Dhamaka Series	5.3
Garfield Gets Real	4.3
Garfield's Fun Fest	4.3
Garfield's Pet Force	4.1
Ghost Stories	8
Jeff Dunham: Unhinged in Hollywood	6.8
Jimmy Neutron: Boy Genius	6.1
Live Up To Your Name	8
Mia and Me	6.7
"Nisman: The Prosecutor, the President, and the Spy"	7.5
Pan's Labyrinth	8.2
Pokémon the Movie: Power of Us	6.2
Posesif	7.3
Reply 1988	9.1
Riot	5.1
Road Trip: Beer Pong	4.8
Save Me	7.6
Spinning Out	7.6
The Bride of Habaek	4.8
Aaviri	3.4
Albert Pinto Ko Gussa Kyun Aata Hai?	5.1
ARASHI's Diary -Voyage-	7.4
Benchwarmers 2: Breaking Balls	4.1
How High 2	3.2
Occupied	7.6
Pucca: Love Recipe:	0
Rainbow Ruby	7.1
Robot Trains	5.4
The Degenerates	6.7
Yanxi Palace: Princess Adventures	5.9
The Disastrous Life of Saiki K.: Reawakened	7.8
Hot Gimmick: Girl Meets Boy	4.4
Blitz Patrollie	5.2
"El Pepe, a Supreme Life"	7.1
Kevin Hart: Don’t F**k This Up	6.5
The Vendor	6.2
The Bonfire of Destiny	7.6
You	7.7
Doom: Annihilation	3.8
Fireworks	7.5
Grand-Daddy Day Care	5
Jarhead: Law of Return	5.3
MFKZ	6.7
Sweetheart	5.8
CAROLE & TUESDAY	7.8
Como caído del cielo	6.5
John Mulaney & The Sack Lunch Bunch	7.3
Lost in Space	7.3
Jacob's Ladder	7.4
Private Practice	6.8
Back of the Net	5.2
Lost in London	6.1
Agent	7.5
Being Mrs Elliot	7.3
Falz Experience	7.8
Iyore	7.5
The First Lady	7.2
The Two Popes	7.6
The Witcher	8
After the Raid	4.7
Twice Upon A Time	6.9
Ultraviolet	4.3
Don't F**k with Cats: Hunting an Internet Killer	8
Soundtrack	6.8
Ronny Chieng: Asian Comedian Destroys America!	7.4
"Sincerely Yours, Dhaka"	6.9
The Danish Girl	7.1
Bangistan	4.5
Cinderella and the Four Knights	7.4
Cocomong	5.8
Crash Landing on You	7.7
"Crazy, Lovely, Cool"	8.5
Dil Chahta Hai	8.1
Dil Dhadakne Do	7
Don	6.5
Don 2	7.1
Fukrey	6.9
Game	9.2
Girls und Panzer	7.4
Holy Expectations	5.4
Honeymoon Travels Pvt. Ltd.	6.1
Isoken	6.5
Karthik Calling Karthik	7.1
Lakshya	7.8
Luck by Chance	7.1
Potato Potahto	4.2
Rock On!!	7.7
Scooby-Doo!: Mystery Incorporated	8.1
Talaash	7.2
What's New Scooby-Doo?	7.3
Zindagi Na Milegi Dobara	8.2
6 Underground	6.1
A Trip to Jamaica	5
My Wife and I	4.1
Okafor's Law	5.1
Seven and a half dates	5.6
The 9th Precinct	5.6
Zero Hour	6.6
Jack Whitehall: Christmas with My Father	6
The Sky Is Pink	7.6
Good and Prosperous	4
Michelle Wolf: Joke Show	7.3
A Family Reunion Christmas	5.1
It Comes at Night	6.2
Saaho	5
Astronomy Club: The Sketch Show	8.2
Banana Island Ghost	6.1
Fuller House	6.7
Marriage Story	7.9
Slow Country	5.4
Spirit Riding Free: Spirit of Christmas	5.2
Teasing Master Takagi-san	8
The Chosen One	5.7
The Confession Killer	7.4
Triad Princess	6.6
Wives on Strike	7.6
Wives on Strike: The Revolution	6.1
A Christmas Prince: The Royal Baby	5.4
The Irishman: In Conversation	7.4
V Wars	8.7
The Last O.G.	7
The Prince of Tennis ~ Match! Tennis Juniors ~	7.4
Tiffany Haddish: Black Mitzvah	6.3
Nightflyers	5.9
A Cinderella Story: Christmas Wish	5.3
Baby Dolls	4.6
Cut Bank	6.1
Dead Kids	5.4
Eastsiders	6.9
High End Yaariyan	5.7
Iron Fists and Kung-Fu Kicks	6.7
Jindua	6.2
Lakeeran	6.5
Mahi NRI	6.2
Qismat	8.1
Tee Shot: Ariya Jutanugarn	6.7
Wandering Stars	7.1
Why Me?	5.8
Chocolate	6.7
Guatemala: Heart of the Mayan World	6.6
The Zoya Factor	4.4
Atlantics	6.7
Chip and Potato	6.2
Crazy people	6
I Lost My Body	7.5
Kalushi: The Story of Solomon Mahlangu	6.6
La Reina del Sur	7.8
Payday	7.1
The Accidental Spy	5.8
The Charming Stepmom	7.7
The Island	6.8
Holiday Rush	5
Levius	7
Lugar de Mulher	4.9
Merry Happy Whatever	6.3
Mythomaniac	6.8
Defiance	7
Evvarikee Cheppoddu	7.1
The Body Remembers When the World Broke Open	6.9
The Irishman	7.8
Mike Birbiglia: The New One	7.7
Super Monsters Save Christmas	4.7
The Crime	6.5
True: Winter Wishes	7.1
Zona Rosa	6
Pranaam	4.2
Shot Caller	7.3
Once Upon A Time In Lingjian Mountain	7.6
Brother	6.9
Dolly Parton's Heartstrings	7.6
Girls und Panzer der Film	6.7
Mike Birbiglia: What I Should Have Said Was Nothing: Tales from My Secret Public Journal	7.6
Nailed It! Holiday!	7.7
Narcoworld: Dope Stories	6.5
Nobody's Looking	7.7
Shelby American	7.4
Singapore Social	4.5
The Dragon Prince	8.3
Trolls: The Beat Goes On!	6
The Knight Before Christmas	5.6
Bangkok Buddies	7.1
"Bikram: Yogi, Guru, Predator"	6.7
Dorasaani	5.9
Holiday Secrets	6.5
"Lorena, Light-Footed Woman"	7
Mallesham	8.2
Who Killed Little Gregory?	7.4
Iliza Shlesinger: Unveiled	6.5
Candy Online	6
Iron Sky: The Coming Race	5
Jeff Dunham: All Over the Map	7.1
Suffragette	6.9
The Green Inferno	5.4
At the Dolphin Bay	7.2
Earthquake Bird	6
El sendero de la anaconda	6.6
GO! The Unforgettable Party	5.4
Guna 369	6.2
House Arrest	5.8
I'm with the Band: Nasty Cherry	6.4
Inheritors	6.6
K-On!	7.8
K-on! the movie	7.7
Klaus	8.2
La Robe De Mariee Des Cieux	6.2
Llama Llama	6.3
My MVP Valentine	6.9
My Sassy Girl	8
SunGanges	7.8
The Club	7.8
The Garden of Words	7.4
The Stranded	6.2
The Toys That Made Us	7.9
The Yard	6.4
Westside Story	8
Fadily Camara : La plus drôle de tes copines	5.9
My Dear Warrior	5.1
Maradona in Mexico	7.2
Chief of Staff	7.8
Jeff Garlin: Our Man In Chicago	5.9
A Single Man	7.5
To Be of Service	7.1
Little Things	6.3
Greatest Events of WWII in Colour	8.7
Green Eggs and Ham	8.1
Let It Snow	5.8
Paradise Beach	4.6
Wild District	8.1
U Turn	6.7
Burning Cane	5.5
SCAMS	6.4
Shadow	7.5
Sam & Cat	5.7
Seth Meyers: Lobby Baby	7.5
The End of the F***ing World	8
The Lovers	7.4
Undercover Brother 2	3.4
Meet the Adebanjos	7.8
Minimalism: A Documentary About the Important Things	6.6
Oththa Seruppu Size 7	8.3
The Devil Next Door	7.5
100 Things to do Before High School	6.3
A Fairly Odd Summer	3.7
Bella and the Bulldogs	5.2
Big Time Movie	6.1
Escape from Mr. Lemoncello’s Library	5.3
Hey Arnold! The Jungle Movie	7.4
Jinxed	6.3
